Study,Species,Age\Sex\Size_of_Predator,Sample_size,Sample_type,State\Province,Subregion,Region_code,Year_Start,Year_End,Months,Reference,Diet_data,Age\Size_of_prey,N_prey_items ,Count_type_(FO=frequency_of_occurrence\SSFO=split_sample_frequency_of_occurence\V=volume\M=model\O=feeding event\C=number_count),Percent_salmon,95_Percent_CIs,Percent_chinook ,95_ Percent_CIs,Anecdotal_chinook_abundance(if_species_mentioned\chinook_column_blank),Citation,URL,Comment,Double_count_(RefStudyNum(\s) 
88,California Sea Lion (+ steller and harbor),M\ F,483,feeding event ,California,Klamath river,B,1998,1998,8--11,Williamson and Hillemeier 2001,feeding event,,3077,O (estimate),100.0,,,,chinook are primary prey species spring through fall,Williamson  K.  and Hillemeier  D. (2001). An assessment of pinniped predation upon fallrun Chinook salmon in the Klamath River estuary  CA  1999. Yurok Tribal Fisheries Program Technical Report. Klamath  CA. 50p.,http://www.yuroktribe.org/departments/fisheries/documents/Final99bwpin_pred_WILLIAMSON_000.pdf,feeding events of pinnipeds: 93.5percent California Sea Lions\ 5.3percent Harbor Seals\ 1.2percent Steller Sea lions  (see figure 5). *Percent of diet not given-- # of prey items shows the number of salmon observed being eaten (see Table 3- Fig. 4).,
89,California Sea Lion (+ steller and harbor),M\ F,328,feeding event,California,Klamath river,B,1999,1999,8--11,Williamson and Hillemeier 2001,feeding event,,1804,O (estimate),100.0,,90.0,,,Williamson  K.  and Hillemeier  D. (2001). An assessment of pinniped predation upon fallrun Chinook salmon in the Klamath River estuary  CA  1999. Yurok Tribal Fisheries Program Technical Report. Klamath  CA. 50p.,http://www.yuroktribe.org/departments/fisheries/documents/Final99bwpin_pred_WILLIAMSON_000.pdf,feeding events of pinnipeds- see figure 5: 93.5percent California Sea Lions\ 5.3percent Harbor Seals\ 1.2percent Steller Sea lions. *Percent of diet not given-- # of prey items shows the number of salmon observed being eaten (see Table 3- Fig. 4). Note: Percent chinook is an estimate that I derived from Table 3\figure 3 values for total salmon predation and chinook predation estimates respectively.,
90,California Sea Lion (+ steller),M\ F,29,scat sample,California,Klamath river,B,1999,1999,9--11,Williamson and Hillemeier 2001,scat sample,,166,FO,44.8,,,,chinook are primary prey species spring through fall,Williamson  K.  and Hillemeier  D. (2001). An assessment of pinniped predation upon fallrun Chinook salmon in the Klamath River estuary  CA  1999. Yurok Tribal Fisheries Program Technical Report. Klamath  CA. 50p.,http://www.yuroktribe.org/departments/fisheries/documents/Final99bwpin_pred_WILLIAMSON_000.pdf,"Table 9. Note: majority (est. 93.5percent) of pinniped predators in the area are CA sea lions (see Fig. 5)- #prey items=cumulative MNI. The percent salmon is probably a low estimate: ""Additionally  4 adult fish were identified to order level Salmoniformes. It is likely that these fish were salmonids as well  but due to the deteriorated condition of the prey remains or lack of certain prey remains necessary for more specific identification  they could not be confidently identified to a lower taxonomic level."" Including these 4 extra salmon results in percent FO salmon of 58.6percent.",
91,Harbor Seal,M\ F,89,scat sample,California,Klamath river,B,1999,1999,9--11,Williamson and Hillemeier 2001,scat sample,,1083,FO,12.4,,,,chinook are primary prey species spring through fall,Williamson  K.  and Hillemeier  D. (2001). An assessment of pinniped predation upon fallrun Chinook salmon in the Klamath River estuary  CA  1999. Yurok Tribal Fisheries Program Technical Report. Klamath  CA. 50p.,http://www.yuroktribe.org/departments/fisheries/documents/Final99bwpin_pred_WILLIAMSON_000.pdf,Table 7. Note: #prey items=cumulative MNI ,
92,Harbor Seal,M\ F,61,scat sample,Washington,Salish Sea (Protection Island),D,2009,2009,3,Thomas et al. 2011,scat sample,,,FO,18.0,,1.6,,,Thomas  A. C.  Lance  M. M.  Jeffries  S. J.  Miner  B. G.  and Acevedo-Gutiérrez  A. (2011). Harbor seal foraging response to a seasonal resource pulse  spawning Pacific herring. Marine Ecology Progress Series  441  225-239.,http://wdfw.wa.gov/publications/01369/wdfw01369.pdf,Table 1. NOTE: the value for chinook FO is incorrect in the table (16percent) and is shown corrected here (1.6percent).,
92,Harbor Seal,M\ F,65,scat sample,Washington,Salish Sea (Protection Island),D,2009,2009,7,Thomas et al. 2011,scat sample,,,FO,32.0,,0.0,,,Thomas  A. C.  Lance  M. M.  Jeffries  S. J.  Miner  B. G.  and Acevedo-Gutiérrez  A. (2011). Harbor seal foraging response to a seasonal resource pulse  spawning Pacific herring. Marine Ecology Progress Series  441  225-239.,http://wdfw.wa.gov/publications/01369/wdfw01369.pdf,Table 1,
93,Steller Sea lion,M\ F,47,scat sample,Alaska,SE AK (Benjamin Island,F,2001,2001,4,Womble and Sigler 2006,scat sample,,,FO,12.8,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,50,scat sample,Alaska,SE AK (Benjamin Island,F,2001,2001,2,Womble and Sigler 2006,scat sample,,,FO,14.0,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,57,scat sample,Alaska,SE AK (Benjamin Island,F,2001,2001,12,Womble and Sigler 2006,scat sample,,,FO,21.1,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,98,scat sample,Alaska,SE AK (Benjamin Island,F,2001,2001,10,Womble and Sigler 2006,scat sample,,,FO,25.5,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,53,scat sample,Alaska,SE AK (Benjamin Island,F,2002,2002,2,Womble and Sigler 2006,scat sample,,,FO,7.5,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2. NOTE: Feb 2002 and 2003 had the same sample size and same FO--this is not a mistake! ,94\95
93,Steller Sea lion,M\ F,53,scat sample,Alaska,SE AK (Benjamin Island,F,2002,2002,12,Womble and Sigler 2006,scat sample,,,FO,22.6,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,53,scat sample,Alaska,SE AK (Benjamin Island,F,2002,2002,10,Womble and Sigler 2006,scat sample,,,FO,30.2,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,54,scat sample,Alaska,SE AK (Benjamin Island,F,2002,2002,4,Womble and Sigler 2006,scat sample,,,FO,3.7,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,51,scat sample,Alaska,SE AK (Benjamin Island,F,2003,2003,4,Womble and Sigler 2006,scat sample,,,FO,3.9,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,53,scat sample,Alaska,SE AK (Benjamin Island,F,2003,2003,2,Womble and Sigler 2006,scat sample,,,FO,7.5,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2. NOTE: Feb 2002 and 2003 had the same sample size and same FO--this (apparantly) is not a mistake! ,94\95
93,Steller Sea lion,M\ F,54,scat sample,Alaska,SE AK (Benjamin Island,F,2003,2003,10,Womble and Sigler 2006,scat sample,,,FO,11.1,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,55,scat sample,Alaska,SE AK (Benjamin Island,F,2003,2003,12,Womble and Sigler 2006,scat sample,,,FO,25.5,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,54,scat sample,Alaska,SE AK (Benjamin Island,F,2004,2004,2,Womble and Sigler 2006,scat sample,,,FO,14.8,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
93,Steller Sea lion,M\ F,55,scat sample,Alaska,SE AK (Benjamin Island,F,2004,2004,4,Womble and Sigler 2006,scat sample,,,FO,9.1,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2,94\95
94,Steller Sea lion,M\ F,252,scat sample,Alaska,SE AK (Benjamin Island,F,2001,2001,2\4\10\12,Womble and Sigler 2006,scat sample,,,FO,19.8,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2 (2001- all months combined),93\95
94,Steller Sea lion,M\ F,213,scat sample,Alaska,SE AK (Benjamin Island,F,2002,2002,2\4\10\12,Womble and Sigler 2006,scat sample,,,FO,16.0,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2 (2002- all months combined),93\95
94,Steller Sea lion,M\ F,213,scat sample,Alaska,SE AK (Benjamin Island,F,2003,2003,2\4\10\12,Womble and Sigler 2006,scat sample,,,FO,12.2,,,,,Womble  J. N.  and Sigler  M. F. (2006). Seasonal availability of abundant  energy-rich prey influences the abundance and diet of a marine predator  the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series  325  281-293.,http://www.researchgate.net/profile/Jamie_Womble/publication/250218109_Seasonal_availability_of_abundant_energy-rich_prey_influences_the_abundance_and_diet_of_a_marine_predator_the_Steller_sea_lion_Eumetopias_jubatus/links/0c96052efd6cc67102000000.pdf,Table 2 (2003- all months combined),93\95
